Product,Reseller,Year,Quarter,Month,Sum of Order Quantity,Sum of Product Standard Cost,Sum of Sales Amount
"Half-Finger Gloves, M",Eastside Department Store,2019,Qtr 4,December,5,9.1593,73.47
"Half-Finger Gloves, M",Eastside Department Store,2020,Qtr 1,March,5,9.1593,73.47
"Half-Finger Gloves, M",Eastside Department Store,2020,Qtr 2,June,7,9.1593,102.858
"Half-Finger Gloves, M",Eastside Sporting Goods,2018,Qtr 3,July,2,9.7136,28.2578
"Half-Finger Gloves, M",Eastside Sporting Goods,2018,Qtr 4,October,1,9.7136,14.1289
"Half-Finger Gloves, M",Eastside Sporting Goods,2019,Qtr 2,April,3,9.7136,42.3867
"Half-Finger Gloves, M",eCommerce Bikes,2018,Qtr 4,November,6,9.7136,84.7734
"Half-Finger Gloves, M",eCommerce Bikes,2019,Qtr 1,February,6,9.7136,84.7734
"Half-Finger Gloves, M",eCommerce Bikes,2019,Qtr 2,May,3,9.7136,42.3867
"Half-Finger Gloves, M",Educational Services,2019,Qtr 3,September,6,9.1593,88.164
"Half-Finger Gloves, M",Educational Services,2019,Qtr 4,December,7,9.1593,102.858
"Half-Finger Gloves, M",Educational Services,2020,Qtr 2,June,3,9.1593,44.082
"Half-Finger Gloves, M",Elite Bikes,2018,Qtr 3,September,2,9.7136,28.2578
"Half-Finger Gloves, M",Elite Bikes,2018,Qtr 4,December,6,9.7136,84.7734
"Half-Finger Gloves, M",Elite Bikes,2019,Qtr 1,March,2,9.7136,28.2578
"Half-Finger Gloves, M",Elite Bikes,2019,Qtr 2,June,6,9.7136,84.7734
"Half-Finger Gloves, M",Enterprise Center,2020,Qtr 1,March,2,9.1593,29.388
"Half-Finger Gloves, M",Excellent Bikes,2019,Qtr 3,August,2,9.1593,29.388
"Half-Finger Gloves, M",Excellent Bikes,2019,Qtr 4,November,16,9.1593,204.7364
"Half-Finger Gloves, M",Excellent Bikes,2020,Qtr 1,February,7,9.1593,102.858
"Half-Finger Gloves, M",Excellent Bikes,2020,Qtr 2,May,5,9.1593,73.47
"Half-Finger Gloves, M",Exceptional Cycle Services,2019,Qtr 3,July,8,9.1593,117.552
"Half-Finger Gloves, M",Exchange Parts Inc.,2020,Qtr 1,March,2,9.1593,29.388
"Half-Finger Gloves, M",Exhibition Showroom,2019,Qtr 3,July,7,9.1593,102.858
"Half-Finger Gloves, M",Exhibition Showroom,2019,Qtr 4,October,12,9.1593,167.0414
"Half-Finger Gloves, M",Exhibition Showroom,2020,Qtr 1,January,11,9.1593,153.1213
"Half-Finger Gloves, M",Exhibition Showroom,2020,Qtr 2,April,10,9.1593,146.94
"Half-Finger Gloves, M",Exhilarating Cycles,2018,Qtr 3,July,4,9.7136,56.5156
"Half-Finger Gloves, M",Exhilarating Cycles,2018,Qtr 4,October,4,9.7136,56.5156
"Half-Finger Gloves, M",Exhilarating Cycles,2019,Qtr 1,January,5,9.7136,70.6445
"Half-Finger Gloves, M",Exhilarating Cycles,2019,Qtr 2,April,9,9.7136,127.1601
"Half-Finger Gloves, M",Exhilarating Cycles,2019,Qtr 3,July,13,9.1593,180.9615
"Half-Finger Gloves, M",Exhilarating Cycles,2019,Qtr 4,October,13,9.1593,180.9615
"Half-Finger Gloves, M",Exhilarating Cycles,2020,Qtr 1,January,7,9.1593,102.858
"Half-Finger Gloves, M",Exhilarating Cycles,2020,Qtr 2,April,4,9.1593,58.776
"Half-Finger Gloves, M",Express Bike Services,2019,Qtr 3,August,4,9.1593,58.776
"Half-Finger Gloves, M","Fabrikam Inc., East",2020,Qtr 2,April,6,9.1593,88.164
"Half-Finger Gloves, M","Fabrikam Inc., West",2018,Qtr 3,September,3,9.7136,42.3867
"Half-Finger Gloves, M","Fabrikam Inc., West",2019,Qtr 2,June,2,9.7136,28.2578
"Half-Finger Gloves, M","Fabrikam Inc., West",2019,Qtr 3,September,4,9.1593,58.776
"Half-Finger Gloves, M","Fabrikam Inc., West",2019,Qtr 4,December,3,9.1593,44.082
"Half-Finger Gloves, M","Fabrikam Inc., West",2020,Qtr 2,June,4,9.1593,58.776
"Half-Finger Gloves, M",Farthermost Bike Shop,2018,Qtr 3,August,2,9.7136,28.2578
"Half-Finger Gloves, M",Farthermost Bike Shop,2019,Qtr 2,May,8,9.7136,113.0312
"Half-Finger Gloves, M",Farthermost Bike Shop,2019,Qtr 3,August,5,9.1593,73.47
"Half-Finger Gloves, M",Farthermost Bike Shop,2019,Qtr 4,November,8,9.1593,117.552
"Half-Finger Gloves, M",Farthermost Bike Shop,2020,Qtr 2,May,6,9.1593,88.164
"Half-Finger Gloves, M",Farthest Bike Store,2019,Qtr 3,August,10,9.1593,146.94
"Half-Finger Gloves, M",Farthest Bike Store,2019,Qtr 4,November,10,9.1593,146.94
"Half-Finger Gloves, M",Farthest Bike Store,2020,Qtr 1,February,6,9.1593,88.164
"Half-Finger Gloves, M",Farthest Bike Store,2020,Qtr 2,May,2,9.1593,29.388
"Half-Finger Gloves, M",Fashionable Department Stores,2018,Qtr 3,August,3,9.7136,42.3867
"Half-Finger Gloves, M",Fashionable Department Stores,2018,Qtr 4,November,2,9.7136,28.2578
"Half-Finger Gloves, M",Fashionable Department Stores,2019,Qtr 1,February,4,9.7136,56.5156
"Half-Finger Gloves, M",Fashionable Department Stores,2019,Qtr 2,May,3,9.7136,42.3867
"Half-Finger Gloves, M",Fashionable Department Stores,2019,Qtr 3,August,12,9.1593,167.0414
"Half-Finger Gloves, M",Fashionable Department Stores,2019,Qtr 4,November,8,9.1593,117.552
"Half-Finger Gloves, M",Fashionable Department Stores,2020,Qtr 1,February,4,9.1593,58.776
"Half-Finger Gloves, M",Fashionable Department Stores,2020,Qtr 2,May,9,9.1593,132.246
"Half-Finger Gloves, M",Fast Bike Works,2019,Qtr 3,August,3,9.1593,44.082
"Half-Finger Gloves, M",Fasteners & Bolts Outlet,2019,Qtr 3,August,5,9.1593,73.47
"Half-Finger Gloves, M",Fasteners & Bolts Outlet,2019,Qtr 4,November,5,9.1593,73.47
"Half-Finger Gloves, M",Field Trip Store,2018,Qtr 3,August,9,9.7136,127.1601
"Half-Finger Gloves, M",Field Trip Store,2018,Qtr 4,November,4,9.7136,56.5156
"Half-Finger Gloves, M",Field Trip Store,2019,Qtr 2,May,2,9.7136,28.2578
"Half-Finger Gloves, M",Field Trip Store,2019,Qtr 3,August,1,9.1593,14.694
"Half-Finger Gloves, M",Field Trip Store,2019,Qtr 4,November,2,9.1593,29.388
"Half-Finger Gloves, M",Field Trip Store,2020,Qtr 2,May,4,9.1593,58.776
"Half-Finger Gloves, M",Finer Cycle Shop,2019,Qtr 3,August,4,9.1593,58.776
"Half-Finger Gloves, M",Finer Sporting Goods,2019,Qtr 3,August,1,9.1593,14.694
"Half-Finger Gloves, M",First Bike Store,2019,Qtr 4,October,1,9.1593,14.694
"Half-Finger Gloves, M",Fitness Discount Store,2020,Qtr 2,April,3,9.1593,44.082
"Half-Finger Gloves, M",Fitness Sport Boutique,2018,Qtr 3,August,6,9.7136,84.7734
"Half-Finger Gloves, M",Fitness Supplies,2019,Qtr 3,August,2,9.1593,29.388
"Half-Finger Gloves, M",Fitness Supplies,2019,Qtr 4,November,2,9.1593,29.388
"Half-Finger Gloves, M",Fitness Supplies,2020,Qtr 2,May,5,9.1593,73.47
"Half-Finger Gloves, M",Fourth Bike Store,2019,Qtr 3,September,3,9.1593,44.082
"Half-Finger Gloves, M",Fourth Bike Store,2019,Qtr 4,December,2,9.1593,29.388
"Half-Finger Gloves, M",Fourth Bike Store,2020,Qtr 2,June,2,9.1593,29.388
"Half-Finger Gloves, M",Friendly Bike Shop,2019,Qtr 3,July,5,9.1593,73.47
"Half-Finger Gloves, M",Friendly Bike Shop,2019,Qtr 4,October,9,9.1593,132.246
"Half-Finger Gloves, M",Friendly Bike Shop,2020,Qtr 1,January,7,9.1593,102.858
"Half-Finger Gloves, M",Friendly Bike Shop,2020,Qtr 2,April,6,9.1593,88.164
"Half-Finger Gloves, M",Front Runner Bikes,2019,Qtr 3,September,12,9.1593,167.0414
"Half-Finger Gloves, M",Front Runner Bikes,2019,Qtr 4,December,3,9.1593,44.082
"Half-Finger Gloves, M",Front Runner Bikes,2020,Qtr 1,March,3,9.1593,44.082
"Half-Finger Gloves, M",Front Runner Bikes,2020,Qtr 2,June,5,9.1593,73.47
"Half-Finger Gloves, M",Front Sporting Goods,2018,Qtr 3,August,6,9.7136,84.7734
"Half-Finger Gloves, M",Front Sporting Goods,2018,Qtr 4,November,4,9.7136,56.5156
"Half-Finger Gloves, M",Front Sporting Goods,2019,Qtr 1,February,2,9.7136,28.2578
"Half-Finger Gloves, M",Front Sporting Goods,2019,Qtr 2,May,4,9.7136,56.5156
"Half-Finger Gloves, M",Functional Store South,2019,Qtr 3,August,20,9.1593,255.9205
"Half-Finger Gloves, M",Functional Store South,2019,Qtr 4,November,6,9.1593,88.164
"Half-Finger Gloves, M",Functional Store South,2020,Qtr 1,February,3,9.1593,44.082
"Half-Finger Gloves, M",Functional Store South,2020,Qtr 2,May,4,9.1593,58.776
"Half-Finger Gloves, M",Futuristic Sport Distributors,2018,Qtr 3,July,7,9.7136,98.9023
"Half-Finger Gloves, M",Futuristic Sport Distributors,2018,Qtr 4,October,2,9.7136,28.2578
"Half-Finger Gloves, M",Futuristic Sport Distributors,2019,Qtr 1,January,3,9.7136,42.3867
"Half-Finger Gloves, M",Futuristic Sport Distributors,2019,Qtr 2,April,2,9.7136,28.2578
"Half-Finger Gloves, M",Futuristic Sport Distributors,2019,Qtr 3,July,6,9.1593,88.164
"Half-Finger Gloves, M",Futuristic Sport Distributors,2019,Qtr 4,October,14,9.1593,194.8816
"Half-Finger Gloves, M",Futuristic Sport Distributors,2020,Qtr 1,January,5,9.1593,73.47
"Half-Finger Gloves, M",Futuristic Sport Distributors,2020,Qtr 2,April,11,9.1593,153.1213
"Half-Finger Gloves, M",Gasless Cycle Shop,2019,Qtr 3,August,2,9.1593,29.388
"Half-Finger Gloves, M",General Associates,2018,Qtr 4,November,1,9.7136,14.1289
"Half-Finger Gloves, M",General Bike Corporation,2019,Qtr 3,July,1,9.1593,14.694
"Half-Finger Gloves, M",General Cycle Storehouse,2019,Qtr 2,June,2,9.7136,28.2578
"Half-Finger Gloves, M",General Industries,2019,Qtr 3,September,1,9.1593,14.694
"Half-Finger Gloves, M",General Supplies,2018,Qtr 3,August,2,9.7136,28.2578
"Half-Finger Gloves, M",General Supplies,2018,Qtr 4,November,1,9.7136,14.1289
"Half-Finger Gloves, M",General Supplies,2019,Qtr 2,May,6,9.7136,84.7734
"Half-Finger Gloves, M",General Supplies,2019,Qtr 3,August,5,9.1593,73.47
"Half-Finger Gloves, M",General Supplies,2019,Qtr 4,November,7,9.1593,102.858
"Half-Finger Gloves, M",General Supplies,2020,Qtr 2,May,3,9.1593,44.082
"Half-Finger Gloves, M",Getaway Inn,2019,Qtr 3,September,6,9.1593,88.164
"Half-Finger Gloves, M",Getaway Inn,2019,Qtr 4,December,5,9.1593,73.47
"Half-Finger Gloves, M",Getaway Inn,2020,Qtr 1,March,5,9.1593,73.47
"Half-Finger Gloves, M",Getaway Inn,2020,Qtr 2,June,11,9.1593,153.1213
"Half-Finger Gloves, M",Gift and Toy Store,2019,Qtr 3,July,2,9.1593,29.388
"Half-Finger Gloves, M",Global Bike Retailers,2019,Qtr 3,August,2,9.1593,29.388
"Half-Finger Gloves, M",Global Bike Retailers,2019,Qtr 4,November,12,9.1593,167.0414
"Half-Finger Gloves, M",Global Bike Retailers,2020,Qtr 1,February,4,9.1593,58.776
"Half-Finger Gloves, M",Global Bike Retailers,2020,Qtr 2,May,2,9.1593,29.388
"Half-Finger Gloves, M",Glossy Bikes,2019,Qtr 3,September,8,9.1593,117.552
"Half-Finger Gloves, M",Glossy Bikes,2019,Qtr 4,December,3,9.1593,44.082
"Half-Finger Gloves, M",Glossy Bikes,2020,Qtr 2,June,7,9.1593,102.858
"Half-Finger Gloves, M",Go-cart and Bike Specialists,2018,Qtr 3,July,3,9.7136,42.3867
"Half-Finger Gloves, M",Go-cart and Bike Specialists,2018,Qtr 4,October,3,9.7136,42.3867
"Half-Finger Gloves, M",Go-cart and Bike Specialists,2019,Qtr 1,January,7,9.7136,98.9023
"Half-Finger Gloves, M",Go-cart and Bike Specialists,2019,Qtr 2,April,7,9.7136,98.9023
"Half-Finger Gloves, M",Good Bike Shop,2018,Qtr 3,September,5,9.7136,70.6445
"Half-Finger Gloves, M",Good Bike Shop,2019,Qtr 2,June,4,9.7136,56.5156
"Half-Finger Gloves, M",Grand Discount Store,2019,Qtr 3,July,4,9.1593,58.776
"Half-Finger Gloves, M",Grand Discount Store,2019,Qtr 4,October,9,9.1593,132.246
"Half-Finger Gloves, M",Grand Discount Store,2020,Qtr 1,January,7,9.1593,102.858
"Half-Finger Gloves, M",Grand Discount Store,2020,Qtr 2,April,3,9.1593,44.082
"Half-Finger Gloves, M",Grease and Oil Products Company,2019,Qtr 3,July,3,9.1593,44.082
"Half-Finger Gloves, M",Great Bikes,2018,Qtr 3,July,6,9.7136,84.7734
"Half-Finger Gloves, M",Great Bikes,2019,Qtr 2,April,5,9.7136,70.6445
"Half-Finger Gloves, M",Great Bikes,2020,Qtr 2,April,1,9.1593,14.694
"Half-Finger Gloves, M",Helpful Sales and Repair Service,2019,Qtr 3,September,8,9.1593,117.552
"Half-Finger Gloves, M",Helpful Sales and Repair Service,2019,Qtr 4,December,1,9.1593,14.694
"Half-Finger Gloves, M",Helpful Sales and Repair Service,2020,Qtr 2,June,4,9.1593,58.776
"Half-Finger Gloves, M",Hobby Store,2019,Qtr 4,October,1,9.1593,14.694
"Half-Finger Gloves, M",Inexpensive Parts Shop,2019,Qtr 3,September,5,9.1593,73.47
"Half-Finger Gloves, M",Initial Bike Company,2019,Qtr 3,September,3,9.1593,44.082
"Half-Finger Gloves, M",Initial Bike Company,2019,Qtr 4,December,7,9.1593,102.858
"Half-Finger Gloves, M",Juvenile Sports Equipment,2018,Qtr 3,July,1,9.7136,14.1289
"Half-Finger Gloves, M",Juvenile Sports Equipment,2018,Qtr 4,October,1,9.7136,14.1289
"Half-Finger Gloves, M",Juvenile Sports Equipment,2019,Qtr 2,April,2,9.7136,28.2578
"Half-Finger Gloves, M",Larger Cycle Shop,2018,Qtr 3,September,1,9.7136,14.1289
"Half-Finger Gloves, M",Larger Cycle Shop,2018,Qtr 4,December,5,9.7136,70.6445
"Half-Finger Gloves, M",Larger Cycle Shop,2019,Qtr 1,March,3,9.7136,42.3867
"Half-Finger Gloves, M",Larger Cycle Shop,2019,Qtr 2,June,6,9.7136,84.7734
"Half-Finger Gloves, M",Larger Cycle Shop,2019,Qtr 3,September,13,9.1593,180.9615
"Half-Finger Gloves, M",Larger Cycle Shop,2019,Qtr 4,December,15,9.1593,191.9404
"Half-Finger Gloves, M",Larger Cycle Shop,2020,Qtr 1,March,6,9.1593,88.164
"Half-Finger Gloves, M",Larger Cycle Shop,2020,Qtr 2,June,4,9.1593,58.776
"Half-Finger Gloves, M",Latest Sports Equipment,2018,Qtr 3,July,8,9.7136,113.0312
"Half-Finger Gloves, M",Latest Sports Equipment,2019,Qtr 2,April,5,9.7136,70.6445
"Half-Finger Gloves, M",Liquidation Sales,2019,Qtr 3,September,2,9.1593,29.388
"Half-Finger Gloves, M",List Price Catalog Company,2019,Qtr 3,August,7,9.1593,102.858
"Half-Finger Gloves, M",Local Sales and Rental,2020,Qtr 1,March,1,9.1593,14.694
"Half-Finger Gloves, M",Lubricant and Grease Suppliers,2019,Qtr 3,August,2,9.1593,29.388
"Half-Finger Gloves, M",Mail-Order Outlet,2018,Qtr 3,August,3,9.7136,42.3867
"Half-Finger Gloves, M",Mail-Order Outlet,2019,Qtr 2,May,3,9.7136,42.3867
"Half-Finger Gloves, M",Major Amusement Company,2019,Qtr 3,August,4,9.1593,58.776
"Half-Finger Gloves, M",Many Bikes Store,2018,Qtr 3,September,3,9.7136,42.3867
"Half-Finger Gloves, M",Many Bikes Store,2019,Qtr 2,June,6,9.7136,84.7734
"Half-Finger Gloves, M",Many Bikes Store,2019,Qtr 3,September,6,9.1593,88.164
"Half-Finger Gloves, M",Many Bikes Store,2019,Qtr 4,December,2,9.1593,29.388
"Half-Finger Gloves, M",Many Bikes Store,2020,Qtr 2,June,2,9.1593,29.388
"Half-Finger Gloves, M",Mechanical Products Ltd.,2019,Qtr 3,August,2,9.1593,29.388
"Half-Finger Gloves, M",Mechanical Sports Center,2019,Qtr 3,August,4,9.1593,58.776
"Half-Finger Gloves, M",Metal Processing Company,2019,Qtr 3,September,6,9.1593,88.164
"Half-Finger Gloves, M",Metro Manufacturing,2019,Qtr 3,August,5,9.1593,73.47
"Half-Finger Gloves, M",Metropolitan Equipment,2018,Qtr 3,August,6,9.7136,84.7734
"Half-Finger Gloves, M",Metropolitan Equipment,2018,Qtr 4,November,5,9.7136,70.6445
"Half-Finger Gloves, M",Metropolitan Equipment,2019,Qtr 1,February,4,9.7136,56.5156
"Half-Finger Gloves, M",Metropolitan Equipment,2019,Qtr 2,May,2,9.7136,28.2578
"Half-Finger Gloves, M",Metropolitan Equipment,2019,Qtr 3,August,4,9.1593,58.776
"Half-Finger Gloves, M",Metropolitan Equipment,2019,Qtr 4,November,9,9.1593,132.246
"Half-Finger Gloves, M",Metropolitan Equipment,2020,Qtr 1,February,4,9.1593,58.776
"Half-Finger Gloves, M",Metropolitan Equipment,2020,Qtr 2,May,7,9.1593,102.858
"Half-Finger Gloves, M",Metropolitan Sports Supply,2019,Qtr 3,September,3,9.1593,44.082
"Half-Finger Gloves, M",Mountain Bike Center,2018,Qtr 3,August,3,9.7136,42.3867
"Half-Finger Gloves, M",Mountain Bike Center,2019,Qtr 2,May,3,9.7136,42.3867
"Half-Finger Gloves, M",Nationwide Supply,2019,Qtr 3,September,12,9.1593,167.0414
"Half-Finger Gloves, M",Nationwide Supply,2019,Qtr 4,December,13,9.1593,180.9615
"Half-Finger Gloves, M",Nationwide Supply,2020,Qtr 2,June,10,9.1593,146.94
"Half-Finger Gloves, M",Nearby Cycle Shop,2018,Qtr 3,September,4,9.7136,56.5156
"Half-Finger Gloves, M",Nearby Cycle Shop,2019,Qtr 2,June,2,9.7136,28.2578
"Half-Finger Gloves, M",Neighborhood Store,2018,Qtr 3,August,3,9.7136,42.3867
"Half-Finger Gloves, M",Neighborhood Store,2018,Qtr 4,November,3,9.7136,42.3867
"Half-Finger Gloves, M",Neighborhood Store,2019,Qtr 1,February,5,9.7136,70.6445
"Half-Finger Gloves, M",Neighborhood Store,2019,Qtr 2,May,4,9.7136,56.5156
"Half-Finger Gloves, M",Next-Door Bike Store,2018,Qtr 3,September,1,9.7136,14.1289
"Half-Finger Gloves, M",Next-Door Bike Store,2019,Qtr 2,June,4,9.7136,56.5156
"Half-Finger Gloves, M",Non-Slip Pedal Company,2018,Qtr 4,November,3,9.7136,42.3867
"Half-Finger Gloves, M",North Bike Company,2019,Qtr 3,August,4,9.1593,58.776
"Half-Finger Gloves, M",Odometers and Accessories Company,2019,Qtr 3,September,6,9.1593,88.164
"Half-Finger Gloves, M",Odometers and Accessories Company,2019,Qtr 4,December,2,9.1593,29.388
"Half-Finger Gloves, M",Odometers and Accessories Company,2020,Qtr 1,March,5,9.1593,73.47
"Half-Finger Gloves, M",Odometers and Accessories Company,2020,Qtr 2,June,4,9.1593,58.776
"Half-Finger Gloves, M",Optimal Bikes,2018,Qtr 4,December,1,9.7136,14.1289
"Half-Finger Gloves, M",Orange Bicycle Company,2019,Qtr 3,August,4,9.1593,58.776
"Half-Finger Gloves, M",Original Bicycle Supply Company,2018,Qtr 3,July,5,9.7136,70.6445
"Half-Finger Gloves, M",Original Bicycle Supply Company,2018,Qtr 4,October,4,9.7136,56.5156
"Half-Finger Gloves, M",Original Bicycle Supply Company,2019,Qtr 1,January,3,9.7136,42.3867
"Half-Finger Gloves, M",Original Bicycle Supply Company,2019,Qtr 2,April,3,9.7136,42.3867
"Half-Finger Gloves, M",Outdoor Equipment Store,2018,Qtr 3,September,4,9.7136,56.5156
"Half-Finger Gloves, M",Outdoor Equipment Store,2018,Qtr 4,December,6,9.7136,84.7734
"Half-Finger Gloves, M",Outdoor Equipment Store,2019,Qtr 1,March,2,9.7136,28.2578
"Half-Finger Gloves, M",Outdoor Equipment Store,2019,Qtr 2,June,3,9.7136,42.3867
"Half-Finger Gloves, M",Outstanding Cycles,2019,Qtr 3,August,12,9.1593,167.0414
"Half-Finger Gloves, M",Outstanding Cycles,2019,Qtr 4,November,5,9.1593,73.47
"Half-Finger Gloves, M",Outstanding Cycles,2020,Qtr 1,February,4,9.1593,58.776
"Half-Finger Gloves, M",Outstanding Cycles,2020,Qtr 2,May,11,9.1593,153.1213
"Half-Finger Gloves, M",Paint Supply,2018,Qtr 3,September,2,9.7136,28.2578
"Half-Finger Gloves, M",Paint Supply,2018,Qtr 4,December,2,9.7136,28.2578
"Half-Finger Gloves, M",Paint Supply,2019,Qtr 1,March,5,9.7136,70.6445
"Half-Finger Gloves, M",Paint Supply,2019,Qtr 2,June,2,9.7136,28.2578
"Half-Finger Gloves, M",Painters Bicycle Specialists,2019,Qtr 3,September,3,9.1593,44.082
"Half-Finger Gloves, M",Paints and Solvents Company,2019,Qtr 3,September,7,9.1593,102.858
"Half-Finger Gloves, M",Permanent Finish Products,2018,Qtr 3,August,1,9.7136,14.1289
"Half-Finger Gloves, M",Permanent Finish Products,2019,Qtr 3,August,8,9.1593,117.552
"Half-Finger Gloves, M",Permanent Finish Products,2019,Qtr 4,November,4,9.1593,58.776
"Half-Finger Gloves, M",Permanent Finish Products,2020,Qtr 1,February,7,9.1593,102.858
"Half-Finger Gloves, M",Permanent Finish Products,2020,Qtr 2,May,7,9.1593,102.858
"Half-Finger Gloves, M",Petroleum Products Distributors,2019,Qtr 3,September,14,9.1593,194.8816
"Half-Finger Gloves, M",Petroleum Products Distributors,2019,Qtr 4,December,12,9.1593,167.0414
"Half-Finger Gloves, M",Petroleum Products Distributors,2020,Qtr 1,March,1,9.1593,14.694
"Half-Finger Gloves, M",Petroleum Products Distributors,2020,Qtr 2,June,6,9.1593,88.164
"Half-Finger Gloves, M",Popular Bike Lines,2019,Qtr 3,September,2,9.1593,29.388
"Half-Finger Gloves, M",Popular Bike Lines,2019,Qtr 4,December,3,9.1593,44.082
"Half-Finger Gloves, M",Popular Bike Lines,2020,Qtr 2,June,2,9.1593,29.388
"Half-Finger Gloves, M",Preferred Bikes,2018,Qtr 3,August,9,9.7136,127.1601
"Half-Finger Gloves, M",Preferred Bikes,2018,Qtr 4,November,5,9.7136,70.6445
"Half-Finger Gloves, M",Preferred Bikes,2019,Qtr 1,February,3,9.7136,42.3867
"Half-Finger Gloves, M",Preferred Bikes,2019,Qtr 2,May,6,9.7136,84.7734
"Half-Finger Gloves, M",Professional Sales and Service,2019,Qtr 3,September,6,9.1593,88.164
"Half-Finger Gloves, M",Professional Sales and Service,2019,Qtr 4,December,4,9.1593,58.776
"Half-Finger Gloves, M",Professional Sales and Service,2020,Qtr 2,June,1,9.1593,14.694
"Half-Finger Gloves, M",Progressive Sports,2019,Qtr 3,August,5,9.1593,73.47
"Half-Finger Gloves, M",Prosperous Tours,2018,Qtr 3,July,5,9.7136,70.6445
"Half-Finger Gloves, M",Prosperous Tours,2018,Qtr 4,October,4,9.7136,56.5156
"Half-Finger Gloves, M",Prosperous Tours,2019,Qtr 1,January,5,9.7136,70.6445
"Half-Finger Gloves, M",Prosperous Tours,2019,Qtr 2,April,2,9.7136,28.2578
"Half-Finger Gloves, M",Prosperous Tours,2019,Qtr 3,July,14,9.1593,194.8816
"Half-Finger Gloves, M",Prosperous Tours,2019,Qtr 4,October,14,9.1593,194.8816
"Half-Finger Gloves, M",Prosperous Tours,2020,Qtr 1,January,4,9.1593,58.776
"Half-Finger Gloves, M",Prosperous Tours,2020,Qtr 2,April,8,9.1593,117.552
"Half-Finger Gloves, M",Racing Tours,2019,Qtr 3,August,4,9.1593,58.776
"Half-Finger Gloves, M",Racing Toys,2018,Qtr 4,December,3,9.7136,42.3867
"Half-Finger Gloves, M",Rally Day Mall,2018,Qtr 3,July,2,9.7136,28.2578
"Half-Finger Gloves, M",Rally Day Mall,2018,Qtr 4,October,6,9.7136,84.7734
"Half-Finger Gloves, M",Rally Day Mall,2019,Qtr 1,January,2,9.7136,28.2578
"Half-Finger Gloves, M",Rally Day Mall,2019,Qtr 2,April,4,9.7136,56.5156
"Half-Finger Gloves, M",Rally Day Mall,2019,Qtr 3,July,6,9.1593,88.164
"Half-Finger Gloves, M",Rally Day Mall,2019,Qtr 4,October,9,9.1593,132.246
"Half-Finger Gloves, M",Rally Day Mall,2020,Qtr 1,January,8,9.1593,117.552
"Half-Finger Gloves, M",Rally Day Mall,2020,Qtr 2,April,4,9.1593,58.776
